172.08490	808447	398578	2.2	
172.08565	788889	399710	2.1	
172.12742	742439	430162	1.8	
172.14461	874667	216605	2.5	
172.16078	754644	394463	1.9	
172.20653	900503	272077	2.6	
172.23760	904626	377470	2.7	
172.23820	770053	322856	2.0	
172.25382	737262	512490	1.8	
172.26370	812362	395079	2.2	
172.29439	770148	418732	2.0	
172.34013	1088225	346765	3.6	
172.39855	777551	405240	2.0	
172.39928	805666	391756	2.2	
172.40204	744158	417510	1.8	
172.41501	757301	425076	1.9	
172.42894	750645	364520	1.9	
172.45089	790588	481840	2.1	
172.53477	842689	428687	2.3	
172.54258	748694	296330	1.9	
172.55301	755800	581223	1.9	
172.57547	743554	421974	1.8	
172.58113	760919	464638	1.9	
172.59300	817649	425689	2.2	
172.59887	832054	382729	2.3	
172.62611	753687	450253	1.9	
172.67372	768507	467314	2.0	
172.68806	799446	349886	2.1	
172.69181	766876	443665	2.0	
172.69593	848489	497899	2.4	
172.69997	765910	404370	1.9	
172.81203	763505	454746	1.9	
172.85277	860152	434201	2.4	
172.90466	913874	366131	2.7	
172.94353	972502	237763	3.0	
172.96527	889159	328535	2.6	
172.99504	772796	512026	2.0	
173.01144	757690	336500	1.9	
173.03491	760806	393478	1.9	
173.08131	852054	323416	2.4	
173.08408	742444	510945	1.8	
173.08579	813433	512211	2.2	
173.12472	797877	344306	2.1	
173.13770	893021	421549	2.6	
173.18880	769368	478844	2.0	
173.23362	737455	555615	1.8	
173.23849	773842	479195	2.0	
173.26741	826696	413718	2.3	
173.30192	749775	552771	1.9	
173.30920	825906	334265	2.3	
173.33644	846939	331783	2.4	
173.36006	760260	264142	1.9	
173.41357	1114706	375978	3.7	
173.42093	734336	385164	1.8	
173.44369	749406	413744	1.9	
173.44997	763478	301675	1.9	
173.51032	835546	359543	2.3	
173.53752	911305	387539	2.7	
173.54864	783484	374455	2.0	
173.57186	799989	447569	2.1	
173.60534	780918	356165	2.0	
173.61543	740043	491383	1.8	
173.62516	901108	427073	2.6	
173.65459	749604	420945	1.9	
173.66760	839861	209028	2.3	
173.68955	758808	380296	1.9	
173.69536	880818	309242	2.5	
173.71691	746271	344299	1.8	
173.71916	764156	498471	1.9	
173.72106	754671	453047	1.9	
173.79586	929932	430617	2.8	
173.84833	738070	445164	1.8	
173.87217	744617	446661	1.8	
173.91484	908106	280232	2.7	
173.92842	784819	584496	2.0	
173.97936	733943	363355	1.8	
173.98301	848372	392501	2.4	
173.98503	914962	418447	2.7	
174.01745	771942	417213	2.0	
174.02090	893288	257431	2.6	
174.03103	971809	337073	3.0	
174.04341	778744	453389	2.0	
174.05043	735899	290347	1.8	
174.07418	773737	338216	2.0	
174.08112	755870	366493	1.9	
174.12706	788119	371301	2.1	
174.13684	885854	419088	2.6	
174.15022	869923	332359	2.5	
174.16848	900604	394141	2.6	
174.17761	808441	307679	2.2	
174.22787	1123188	307214	3.8	
174.24317	740793	325597	1.8	
174.25106	792316	366615	2.1	
174.25347	735598	524235	1.8	
174.28326	1146049	326222	3.9	
174.30471	838530	304615	2.3	
174.34886	761693	340873	1.9	
174.35005	747437	410622	1.9	
174.35385	846723	333987	2.4	
174.36844	851838	435003	2.4	
174.37038	734052	426024	1.8	
