165.92494	187549	800263	1.7	
165.92786	201520	692164	2.0	
165.93906	214235	686565	2.3	
165.96024	185431	513469	1.7	
165.98076	204336	566939	2.1	
165.99745	185231	796367	1.7	
166.00615	202912	753540	2.0	
166.01126	231890	858231	2.6	
166.01253	203270	995550	2.0	
166.02855	188815	968203	1.8	
166.03170	188361	1013911	1.7	
166.03263	183916	1034103	1.7	
166.09424	223327	761870	2.4	
166.12717	251728	726204	3.0	
166.13514	240007	857300	2.8	
166.14359	200825	793626	2.0	
166.14906	251493	847963	3.0	
166.15740	222715	485987	2.4	
166.16241	202458	820399	2.0	
166.16533	209262	1016924	2.2	
166.17416	196724	978875	1.9	
166.17985	195022	571449	1.9	
166.21705	213498	891357	2.2	
166.22023	217285	782452	2.3	
166.22713	215907	684323	2.3	
166.26053	204537	759531	2.1	
166.26943	205143	1120288	2.1	
166.29614	215293	671798	2.3	
166.30618	189822	925288	1.8	
166.31190	250350	756828	3.0	
166.32561	193501	894573	1.9	
166.32829	206477	608814	2.1	
166.33104	185193	879643	1.7	
166.34033	196863	712886	1.9	
166.34734	197225	725542	1.9	
166.35279	196632	839754	1.9	
166.37378	199547	938496	2.0	
166.37469	211432	639106	2.2	
166.37581	197929	645268	1.9	
166.42133	191299	747306	1.8	
166.42816	232743	771532	2.6	
166.42924	192473	1114689	1.8	
166.43175	202411	941645	2.0	
166.45431	232150	569607	2.6	
166.50623	209802	549665	2.2	
166.53285	205328	504473	2.1	
166.55511	206181	687125	2.1	
166.57346	205403	730858	2.1	
166.57414	264354	888097	3.3	
166.57448	191314	1031568	1.8	
166.58066	193849	855976	1.9	
166.61082	185180	993527	1.7	
166.61924	234161	858464	2.7	
166.63099	233828	834512	2.7	
166.63515	208867	931105	2.2	
166.66553	192980	769419	1.8	
166.66719	195730	916137	1.9	
166.69783	249507	921245	3.0	
166.75203	2496391	625857	47.6	
166.75406	2918563	553638	56.0	
166.76578	214334	714951	2.3	
166.76821	240906	651792	2.8	
166.77422	209751	794413	2.2	
166.80777	2655838	630912	50.8	
166.80982	3467174	602880	66.9	
166.86288	483458	519092	7.6	
166.86352	1044583	576825	18.8	
166.86492	789191	497194	13.7	
166.86543	2344494	781184	44.6	
166.91863	495627	715998	7.9	
166.91907	391671	663491	5.8	
166.91925	403314	628259	6.0	
166.92043	287757	663494	3.7	
166.92068	579289	522588	9.5	
166.92220	397867	583143	5.9	
166.92249	340222	1105554	4.8	
166.95519	198440	727780	1.9	
166.96148	217540	626979	2.3	
166.97442	336502	719769	4.7	
166.97485	196390	944899	1.9	
166.97568	204391	1354808	2.1	
166.97610	270728	1200485	3.4	
166.97641	292142	662944	3.8	
166.97669	426401	1276788	6.5	
166.97803	202224	1268599	2.0	
166.99393	186350	480076	1.7	
167.00900	195802	654853	1.9	
167.03277	251821	1012185	3.0	
167.03360	216543	1391811	2.3	
167.03400	190267	1271843	1.8	
167.04821	228846	693531	2.6	
167.05186	194942	1089488	1.9	
167.05238	194687	899301	1.9	
167.05544	185121	1012264	1.7	
167.12067	193708	490805	1.9	
167.12277	226077	510515	2.5	
167.13019	187602	941738	1.7	
167.14015	217694	735923	2.3	
167.18720	191674	851750	1.8	
167.19459	208112	706307	2.1	
167.19604	203437	957583	2.0	
167.19900	201851	777206	2.0	
167.20200	213555	659022	2.2	
167.20618	189114	640568	1.8	
167.22538	208372	998643	2.1	
167.22946	215516	788171	2.3	
167.23789	194193	707675	1.9	
167.25405	285837	567279	3.7	
167.26688	217804	1006280	2.3	
167.26744	189490	835593	1.8	
167.27877	247148	750913	2.9	
167.28013	200611	797642	2.0	
167.29270	194760	752202	1.9	
167.29427	196292	684824	1.9	
167.29893	184987	778189	1.7	
167.31282	186743	751037	1.7	
167.31946	218872	761429	2.4	
167.35080	184710	952345	1.7	
167.35238	184039	873357	1.7	
167.37832	204495	795618	2.1	
167.38093	187476	924095	1.7	
167.38740	194272	865162	1.9	
167.39062	192765	822651	1.8	
167.39753	189939	691041	1.8	
167.40416	206300	693079	2.1	
167.40620	227403	811444	2.5	
167.40687	206666	922757	2.1	
167.41798	225124	857348	2.5	
167.42003	198496	879359	2.0	
167.46475	194614	1096579	1.9	
167.46509	197852	802540	1.9	
167.47074	185052	835272	1.7	
167.47338	188736	648325	1.8	
167.49473	201930	802792	2.0	
167.50663	197881	957199	1.9	
167.53779	191496	833453	1.8	
167.56442	211323	762972	2.2	
167.56967	225906	625440	2.5	
167.57241	212400	968294	2.2	
167.57386	189787	808270	1.8	
167.58037	231128	651663	2.6	
167.58459	196719	893433	1.9	
167.58963	203888	732783	2.1	
167.59916	189680	844614	1.8	
167.61604	224927	682485	2.5	
167.63926	204503	745017	2.1	
167.65088	188816	1016793	1.8	
167.65470	207630	759741	2.1	
167.65679	192127	949116	1.8	
167.66230	231826	651280	2.6	
167.67326	235991	922120	2.7	
167.67963	194173	661504	1.9	
167.68642	185483	848859	1.7	
167.69030	197341	604860	1.9	
167.69344	197953	703388	1.9	
167.69649	188673	939240	1.8	
167.69834	208851	861466	2.2	
167.70579	236439	524970	2.7	
167.72676	206729	668402	2.1	
167.73238	193736	794743	1.9	
167.73458	208491	669316	2.1	
167.76085	191812	688536	1.8	
167.76779	205650	514087	2.1	
167.77113	187582	580097	1.7	
167.78088	202779	586502	2.0	
167.78612	203849	910356	2.1	
167.80699	209868	756351	2.2	
167.81062	188883	638788	1.8	
167.81170	188988	625483	1.8	
167.81823	198834	768580	2.0	
167.83701	195271	743768	1.9	
167.83884	194286	1038156	1.9	
167.86598	194911	828372	1.9	
167.86861	190547	664114	1.8	
167.87560	229032	646258	2.6	
167.87923	189300	649543	1.8	
167.88252	198622	946508	2.0	
167.88686	239790	641494	2.8	
167.90702	201089	511606	2.0	
167.91939	231269	462841	2.6	
167.92153	202947	1056535	2.0	
167.93496	189905	967732	1.8	
167.94250	212802	845335	2.2	
167.94783	187470	502864	1.7	
167.95940	188982	885806	1.8	
167.96549	204160	709485	2.1	
167.97394	193594	906572	1.9	
167.97704	196101	1060237	1.9	
167.98787	192383	576836	1.8	
167.99002	209535	1019694	2.2	
167.99939	183824	529100	1.7	
168.00485	204677	744585	2.1	
168.01051	205185	446391	2.1	
168.03028	203852	671409	2.1	
168.04146	189951	862140	1.8	
168.05610	187342	786082	1.7	
168.06487	235072	431519	2.7	
168.09021	187309	1047858	1.7	
168.10301	205181	981444	2.1	
168.11044	198851	705175	2.0	
168.11535	187557	1259925	1.7	
168.11565	206985	937342	2.1	
168.12376	183952	761035	1.7	
168.12664	218035	587232	2.3	
168.13927	209874	936075	2.2	
168.14816	240403	768117	2.8	
168.15719	193354	1050778	1.8	
168.18032	185550	825849	1.7	
168.19045	262540	748764	3.2	
168.19585	186267	1126107	1.7	
168.19668	203792	1093582	2.1	
168.19698	208692	1104666	2.2	
168.20362	249185	783080	3.0	
168.20420	226043	676973	2.5	
168.21218	214118	676661	2.3	
168.21887	240519	744007	2.8	
168.22710	187977	835651	1.7	
168.23203	187863	923093	1.7	
168.24321	222078	711059	2.4	
168.25003	235742	671463	2.7	
168.26020	191977	956292	1.8	
168.26625	184212	829158	1.7	
168.27236	184651	774348	1.7	
168.28616	205179	800796	2.1	
168.28931	201716	788033	2.0	
168.30895	252907	541417	3.0	
168.31032	190457	801464	1.8	
168.31197	214278	662624	2.3	
168.32753	190341	777922	1.8	
168.33115	199555	611591	2.0	
168.33401	203635	749083	2.1	
168.33792	204809	725388	2.1	
168.35678	197859	1107910	1.9	
168.37236	201209	781511	2.0	
168.37577	194030	519720	1.9	
168.38000	212930	965096	2.2	
168.38765	195179	879285	1.9	
168.39016	192285	894511	1.8	
168.39101	193661	790244	1.9	
168.39756	186050	1028090	1.7	
168.40227	195157	920326	1.9	
168.40381	191279	487812	1.8	
168.40422	184806	825193	1.7	
168.41355	202262	745067	2.0	
168.42014	190360	949007	1.8	
168.46094	213711	931312	2.3	
168.46686	195447	814890	1.9	
168.47310	202755	700592	2.0	
168.48112	184208	728470	1.7	
168.48503	190471	658159	1.8	
168.49100	188000	598622	1.7	
168.49661	284884	507259	3.7	
168.50750	222033	534379	2.4	
168.52098	224299	926375	2.5	
168.52235	273617	885205	3.4	
168.52270	203334	920356	2.0	
168.52320	205496	723825	2.1	
168.52704	208680	940605	2.2	
168.53357	220523	911982	2.4	
168.53537	190961	1062591	1.8	
168.53679	196843	893168	1.9	
168.54076	184993	885723	1.7	
168.54590	202993	736699	2.0	
168.54645	196619	1026352	1.9	
168.54904	267329	757245	3.3	
168.55144	213520	697649	2.2	
168.55468	206372	736713	2.1	
168.55875	205051	587779	2.1	
168.57091	187053	725982	1.7	
168.57356	201841	986651	2.0	
168.57484	190735	624450	1.8	
168.57731	187456	609914	1.7	
168.58674	193426	756392	1.8	
168.59318	188933	1115249	1.8	
168.60536	241780	932498	2.8	
168.60916	213305	608548	2.2	
168.61030	194993	614030	1.9	
168.61174	236497	741505	2.7	
168.62078	237189	831215	2.7	
168.62895	219124	753291	2.4	
168.63530	209170	662246	2.2	
168.63708	185750	755050	1.7	
168.65386	208717	767802	2.2	
168.66133	248142	710102	2.9	
168.67377	208746	693980	2.2	
168.67894	199496	966208	2.0	
168.68175	187508	567035	1.7	
168.68475	197915	1037404	1.9	
168.68895	239830	485755	2.8	
168.71845	221202	781898	2.4	
168.72404	218230	761896	2.3	
168.72506	203591	582639	2.1	
168.74514	193938	897473	1.9	
168.75394	197046	653574	1.9	
168.75570	183500	679262	1.7	
168.75785	194382	760969	1.9	
168.75951	189322	929096	1.8	
168.76335	214334	551335	2.3	
168.76403	200129	856397	2.0	
168.77225	241008	659742	2.8	
168.77344	261712	803502	3.2	
168.77537	186229	673536	1.7	
168.77816	230672	780944	2.6	
168.78013	188401	715386	1.8	
168.78777	204341	765596	2.1	
168.79392	205135	650066	2.1	
168.81007	224678	761675	2.5	
168.81303	188790	830787	1.8	
168.81612	187243	972718	1.7	
168.81900	197242	920241	1.9	
168.82519	187656	470542	1.7	
168.82982	190930	797254	1.8	
168.83076	276438	818064	3.5	
168.83347	247035	812901	2.9	
168.84157	204243	807671	2.1	
168.84916	185659	936867	1.7	
168.84951	183735	598503	1.7	
168.85284	191344	785725	1.8	
168.85324	209398	993975	2.2	
168.85668	196867	922734	1.9	
168.85912	189131	915311	1.8	
168.86897	199169	805336	2.0	
168.89896	221924	626037	2.4	
168.90136	190725	1027009	1.8	
168.90183	203588	869087	2.1	
168.90541	209949	614463	2.2	
168.90826	185793	1266356	1.7	
168.91181	191899	854601	1.8	
168.91418	223904	734128	2.5	
168.91544	225950	562761	2.5	
168.91802	186145	935715	1.7	
168.93403	217827	556972	2.3	
168.94019	208168	556850	2.1	
168.94283	230256	754502	2.6	
168.94758	203173	855456	2.0	
168.95755	202873	962571	2.0	
168.96117	257381	515724	3.1	
168.97047	196340	890752	1.9	
168.97088	203505	831260	2.1	
168.97509	197171	594099	1.9	
169.00226	187335	940727	1.7	
169.00635	191261	702578	1.8	
